time (s),Current (A), Voltage (V), Power (W), Battery Temp (C), Ambient Temp (C)
877.214052,-2.5849,3.1437,-8.1262,21.909717,20.228219
878.213115,-2.6122,3.1433,-8.2107,21.910214,20.205031
879.209569,-2.6225,3.1426,-8.2411,21.896164,20.204653
880.211134,-2.5981,3.1428,-8.1653,21.89707,20.205931
881.212086,-2.6197,3.1419,-8.2305,21.901108,20.208124
882.210014,-2.605,3.1415,-8.1836,21.922076,20.224683
883.210699,-2.5912,3.142,-8.1411,21.905494,20.22806
884.209878,-2.5973,3.1427,-8.1624,21.90812,20.22736
885.211405,-2.6368,3.1418,-8.2832,21.905129,20.209191
886.210582,-2.5878,3.1414,-8.1291,21.912916,20.213659
887.209722,-2.6016,3.1419,-8.174,21.91819,20.238185
888.214036,-2.5896,3.1424,-8.1372,21.915085,20.231745
889.211829,-2.5882,3.1426,-8.1332,21.912733,20.227909
890.211668,-2.6003,3.1417,-8.1687,21.931518,20.23562
891.211211,-2.6014,3.1428,-8.1752,21.915729,20.222767
892.208819,-2.6089,3.1417,-8.1961,21.933432,20.219403
893.211291,-2.6123,3.1418,-8.2072,21.932443,20.224334
894.21293,-2.6376,3.1414,-8.2856,21.923555,20.237637
895.214252,-2.6272,3.1414,-8.2529,21.932833,20.236196
896.214177,-2.5983,3.1421,-8.1638,21.926309,20.233363
897.215092,-2.581,3.1412,-8.1073,21.946867,20.211394
898.212311,-2.5961,3.1416,-8.1557,21.93308,20.207948
899.215382,-2.6153,3.1417,-8.2162,21.933947,20.211406
900.214578,-2.577,3.1423,-8.0977,21.928235,20.196434
901.21005,-2.6065,3.1418,-8.1888,21.926307,20.199314
902.212529,-2.5881,3.1423,-8.1321,21.936338,20.193446
903.211245,-2.563,3.1429,-8.0551,21.944964,20.185061
904.21156,-2.6215,3.142,-8.2363,21.949545,20.178177
905.20879,-2.596,3.1424,-8.1571,21.942786,20.179549
906.212174,-2.6004,3.1417,-8.1697,21.945816,20.166299
907.2092,-2.6089,3.1417,-8.1961,21.947703,20.17152
908.20937,-2.5995,3.1409,-8.1645,21.931848,20.178216
909.208999,-2.5792,3.1412,-8.1017,21.942523,20.155229
910.213593,-2.6027,3.141,-8.1748,21.945056,20.156285
911.213447,-2.5996,3.141,-8.1646,21.964297,20.142988
912.211983,-2.5996,3.1403,-8.1629,21.950464,20.148378
913.212391,-2.5926,3.1414,-8.1443,21.960857,20.13399
914.212638,-2.5875,3.1414,-8.1278,21.941346,20.126292
915.211535,-2.5849,3.1421,-8.1219,21.952089,20.142974
916.211257,-2.5942,3.1417,-8.1497,21.95878,20.121917
917.217523,-2.6173,3.1419,-8.2234,21.969657,20.111715
918.212578,-2.5918,3.1412,-8.1411,21.975824,20.099386
919.213229,-2.5901,3.1411,-8.1352,21.958947,20.090253
920.211092,-2.6042,3.1421,-8.1819,21.970267,20.085307
921.208627,-2.6203,3.1411,-8.2304,21.970025,20.106532
922.210458,-2.6221,3.1406,-8.2341,21.960303,20.093833
923.212926,-2.6034,3.1407,-8.1766,21.978986,20.093671
924.211074,-2.5768,3.1418,-8.0955,21.971717,20.070843
925.210783,-2.6248,3.1397,-8.2406,21.974108,20.075829
926.21265,-2.6034,3.1405,-8.1756,21.972468,20.072337
927.210231,-2.647,3.14,-8.3114,21.988095,20.068743
928.211651,-2.6186,3.141,-8.2246,21.979575,20.059838
929.210617,-2.6123,3.1413,-8.206,21.983794,20.067766
930.210567,-2.6142,3.141,-8.2107,21.984029,20.069852
931.214043,-2.6126,3.1402,-8.2035,21.975685,20.064825
932.215724,-2.6055,3.1412,-8.1842,21.98423,20.06117
933.209363,-2.6155,3.1403,-8.213,21.99172,20.070154
934.213102,-2.61,3.1408,-8.1972,21.994146,20.076655
935.212018,-2.6083,3.14,-8.1897,21.973567,20.061223
936.212541,-2.6128,3.1409,-8.206,21.989744,20.044485
937.210152,-2.5851,3.1405,-8.1178,21.990718,20.04176
938.210784,-2.6106,3.1409,-8.1995,21.989918,20.01912
939.210639,-2.6076,3.1409,-8.1899,21.985874,20.047271
940.213298,-2.5936,3.1398,-8.1431,21.993149,20.023466
941.212058,-2.6063,3.1395,-8.182,21.980317,20.032821
942.210005,-2.5887,3.1411,-8.1309,21.994694,20.01576
943.210685,-2.6061,3.1405,-8.1844,21.997146,20.048939
944.210968,-2.6425,3.1394,-8.2953,21.988559,20.018128
945.212214,-2.6013,3.1392,-8.1657,22.003971,20.01728
946.210917,-2.6145,3.1407,-8.2112,21.990843,20.028559
947.214354,-2.6317,3.1392,-8.261,21.987833,20.025174
948.212036,-2.6411,3.1402,-8.2931,21.992495,20.036507
949.214413,-2.601,3.1412,-8.1698,22.010305,20.025106
950.212742,-2.5804,3.1405,-8.1036,22.005884,20.025489
951.209096,-2.605,3.1401,-8.1793,21.997405,20.022548
952.212358,-2.59,3.1406,-8.1338,21.993394,20.044811
953.210639,-2.5993,3.1409,-8.1636,21.995504,20.032118
954.209499,-2.5952,3.1403,-8.1494,22.021482,20.030751
955.210952,-2.6314,3.1401,-8.2622,22.012822,20.036141
956.211537,-2.6027,3.1396,-8.1712,21.999467,20.032016
957.209311,-2.5915,3.1393,-8.1353,22.009006,20.025285
958.213865,-2.5956,3.1395,-8.1485,22.014178,20.022694
959.213015,-2.6021,3.139,-8.1679,22.00269,20.006374
960.211072,-2.6187,3.1399,-8.222,21.994474,20.005916
961.210146,-2.6112,3.1403,-8.1997,22.00136,20.011333
962.208854,-2.5945,3.1401,-8.1468,22.005336,20.019759
963.209109,-2.5731,3.1403,-8.08,22.002112,20.006164
964.211805,-2.618,3.1399,-8.22,22.019256,20.024449
965.210524,-2.6062,3.14,-8.1832,22.009776,20.014583
966.209945,-2.5964,3.1404,-8.1532,22.016293,20.02037
967.209626,-2.594,3.1393,-8.1429,22.028371,20.003599
968.212584,-2.5839,3.1387,-8.1098,22.021821,20.019616
969.214943,-2.6284,3.1394,-8.2513,22.015352,20.020168
970.21311,-2.6038,3.1385,-8.1718,22.020383,20.025579
971.213693,-2.6377,3.1387,-8.2785,22.020457,20.040828
972.2133,-2.6298,3.1388,-8.2537,22.027685,20.037706
973.211996,-2.6189,3.1384,-8.2193,22.021531,20.02821
974.212806,-2.6118,3.1394,-8.199,22.009358,20.018606
975.211194,-2.5929,3.1397,-8.1404,22.024185,20.019393
976.211366,-2.5969,3.1395,-8.1525,22.030493,20.023121
977.214144,-2.6147,3.1393,-8.2081,22.02188,20.03189
978.216693,-2.5966,3.1395,-8.1514,22.051412,20.013356
979.209405,-2.6085,3.1387,-8.1869,22.026038,20.010145
980.212886,-2.6102,3.1394,-8.1942,22.01365,20.009209
981.213011,-2.5883,3.1399,-8.1266,22.038217,20.017534
982.213409,-2.5784,3.1388,-8.093,22.021167,20.006376
983.214252,-2.6021,3.1394,-8.1686,22.030901,19.989476
984.216522,-2.597,3.1379,-8.149,22.024976,19.988722
985.211532,-2.6265,3.1393,-8.2448,22.028079,20.015151
986.212422,-2.5652,3.14,-8.0544,22.02259,20.019647
987.214649,-2.5728,3.1396,-8.077,22.028079,20.026626
988.212223,-2.5936,3.1386,-8.1397,22.023222,20.008064
989.211618,-2.6109,3.138,-8.1931,22.042401,19.995075
990.211933,-2.5652,3.1394,-8.0529,22.019621,20.015931
991.211645,-2.571,3.1394,-8.0712,22.026896,20.002491
992.211654,-2.5658,3.1393,-8.0543,22.036314,20.013777
993.211273,-2.5875,3.1393,-8.1228,22.042904,20.019269
994.213415,-2.6327,3.1379,-8.2607,22.014501,20.002659
995.211274,-2.6111,3.1386,-8.1951,22.020963,20.009873
996.211776,-2.5976,3.1383,-8.1518,22.027594,20.0254
997.215116,-2.6151,3.1387,-8.2076,22.023906,19.992462
998.211393,-2.5841,3.1384,-8.1098,22.027298,20.0177
999.211114,-2.5829,3.1382,-8.1051,22.026048,20.003862
1000.212542,-2.5926,3.1395,-8.1389,22.027553,20.019066
1001.209731,-2.6201,3.1379,-8.2215,22.036783,20.011656
1002.214533,-2.5886,3.1388,-8.125,22.02543,20.014348
1003.213893,-2.5992,3.1381,-8.1563,22.027425,19.994507
1004.21312,-2.5841,3.1393,-8.1118,22.030905,19.996142
1005.214177,-2.568,3.1392,-8.061,22.031879,20.012295
1006.213028,-2.5866,3.1382,-8.1168,22.039228,20.011884
1007.210936,-2.5823,3.1389,-8.105,22.038294,19.993921
1008.210602,-2.5807,3.1389,-8.1006,22.032147,19.984801
1009.211101,-2.589,3.1386,-8.1255,22.039503,19.98958
1010.212437,-2.6165,3.1377,-8.2094,22.035317,19.988348
1011.211814,-2.591,3.1389,-8.1328,22.032959,19.993018
1012.210544,-2.5762,3.1379,-8.0833,22.040342,19.998194
1013.21419,-2.6018,3.1382,-8.1644,22.024474,19.995993
1014.213432,-2.5798,3.1382,-8.095,22.028794,19.995508
1015.211756,-2.6106,3.1378,-8.1916,22.041739,19.994781
1016.212916,-2.6012,3.1381,-8.1624,22.029405,19.991308
1017.213579,-2.5701,3.1379,-8.0643,22.025669,19.973129
1018.213408,-2.5904,3.1374,-8.1268,22.03408,19.995252
1019.211995,-2.6097,3.1372,-8.1867,22.03895,19.993098
1020.215314,-2.5991,3.1378,-8.1551,22.030949,20.00359
1021.213274,-2.5906,3.1375,-8.1279,22.031151,19.997869
1022.211531,-2.6213,3.1363,-8.221,22.047079,20.005313
1023.211757,-2.5912,3.1386,-8.1327,22.040361,20.007096
1024.212962,-2.6108,3.1377,-8.1913,22.028873,19.989295
1025.210774,-2.6096,3.1372,-8.1865,22.034012,19.969642
1026.212633,-2.5473,3.1389,-7.9954,22.027482,19.981239
1027.211953,-2.5819,3.1378,-8.1015,22.040743,19.959358
1028.211726,-2.6125,3.1374,-8.1961,22.030418,19.96345
1029.211454,-2.6107,3.1374,-8.1903,22.031278,19.970234
1030.213917,-2.5857,3.137,-8.1111,22.053648,19.95711
1031.21307,-2.6014,3.1376,-8.1617,22.026454,19.969844
1032.213228,-2.6035,3.1382,-8.1698,22.024378,19.962582
1033.210791,-2.5959,3.137,-8.1433,22.039997,19.939732
1034.212512,-2.5887,3.1375,-8.1219,22.037028,19.967852
1035.211538,-2.6115,3.1378,-8.1937,22.032742,19.961337
1036.214872,-2.5997,3.1377,-8.1569,22.053507,19.958819
1037.213453,-2.605,3.1375,-8.1728,22.042275,19.965334
1038.213618,-2.5974,3.1388,-8.1524,22.032453,19.977335
1039.216031,-2.6007,3.1379,-8.1603,22.031157,19.974185
1040.215038,-2.5949,3.1374,-8.1409,22.023149,19.975787
1041.211967,-2.6099,3.1369,-8.1869,22.027724,19.969635
1042.212963,-2.602,3.137,-8.1622,22.044949,19.948394
1043.212345,-2.6244,3.1371,-8.2329,22.036336,19.971971
1044.21101,-2.5983,3.138,-8.1533,22.042873,19.974448
1045.210627,-2.5875,3.1376,-8.1185,22.029571,19.98037
1046.213945,-2.5887,3.1368,-8.12,22.036128,19.982127
1047.209747,-2.5848,3.1374,-8.1092,22.039474,19.979556
1048.21409,-2.611,3.1372,-8.1907,22.038957,19.959789
1049.210732,-2.6031,3.1356,-8.1622,22.03367,19.988178
1050.20958,-2.5936,3.1361,-8.1336,22.044351,19.969636
1051.212008,-2.6039,3.137,-8.1681,22.029169,19.98589
1052.213468,-2.6162,3.1361,-8.2045,22.042181,19.979307
1053.214627,-2.6051,3.1372,-8.1723,22.044123,19.964965
1054.209091,-2.6064,3.1373,-8.1767,22.037546,19.970222
1055.214898,-2.6077,3.1365,-8.1787,22.053206,19.968142
1056.218129,-2.6021,3.1359,-8.1593,22.033959,19.960705
1057.211924,-2.5941,3.1367,-8.1367,22.039777,19.982451
1058.210966,-2.5893,3.1366,-8.121,22.035397,19.964367
1059.212027,-2.5965,3.1352,-8.1402,22.028579,19.959386
1060.211699,-2.597,3.1361,-8.1442,22.031703,19.958074
1061.211315,-2.591,3.1356,-8.1241,22.036533,19.958471
1062.210095,-2.6165,3.1364,-8.2058,22.051239,19.956177
1063.214567,-2.6013,3.136,-8.1574,22.025838,19.956271
1064.210953,-2.5989,3.1362,-8.1505,22.044017,19.974854
1065.212171,-2.6002,3.1368,-8.1561,22.039812,19.979525
1066.21273,-2.6031,3.1353,-8.1607,22.033094,19.965391
1067.21057,-2.6032,3.1364,-8.1641,22.039819,19.973239
1068.211133,-2.6077,3.1357,-8.1766,22.032289,19.983833
1069.212358,-2.6313,3.1349,-8.2483,22.042493,19.964443
1070.211893,-2.5962,3.1358,-8.1408,22.040498,19.95282
1071.211612,-2.6124,3.1356,-8.1913,22.03798,19.967694
1072.214174,-2.6116,3.136,-8.1897,22.04019,19.963246
1073.215833,-2.5842,3.1363,-8.1044,22.028508,19.938216
1074.211705,-2.6088,3.1361,-8.1811,22.037873,19.955742
1075.213022,-2.5942,3.1366,-8.1369,22.03008,19.947935
1076.21759,-2.637,3.1357,-8.2685,22.041441,19.961908
1077.213383,-2.5905,3.1352,-8.1215,22.043732,19.95865
1078.211826,-2.5954,3.135,-8.1362,22.022732,19.945755
1079.210649,-2.5928,3.1364,-8.1318,22.024519,19.964944
1080.208287,-2.601,3.1348,-8.1536,22.025514,19.958167
1081.211871,-2.5891,3.1354,-8.1177,22.027845,19.952359
1082.212455,-2.6199,3.1356,-8.2144,22.031561,19.961634
1083.212281,-2.6091,3.1351,-8.1792,22.018428,19.963283
1084.21261,-2.5916,3.137,-8.1299,22.032912,19.962617
1085.211929,-2.5979,3.1356,-8.1459,22.0121,19.957684
1086.211819,-2.5966,3.1363,-8.1435,22.028882,19.951546
1087.212643,-2.5892,3.1363,-8.1201,22.025167,19.944494
1088.213867,-2.6157,3.1352,-8.2003,22.030784,19.939755
1089.212309,-2.567,3.136,-8.0499,22.020559,19.934324
1090.21373,-2.6022,3.1353,-8.1589,22.039021,19.955412
1091.210318,-2.5842,3.1356,-8.1031,22.010188,19.952437
1092.212436,-2.6059,3.1353,-8.17,22.047628,19.945526
1093.212161,-2.6056,3.1351,-8.1684,22.041716,19.948487
1094.211915,-2.5984,3.1356,-8.1475,22.031089,19.956719
1095.212056,-2.5687,3.1348,-8.0524,22.032923,19.966331
1096.211598,-2.6218,3.1354,-8.2201,22.019306,19.958611
1097.211402,-2.6213,3.1342,-8.2154,22.032911,19.939295
1098.215659,-2.6182,3.135,-8.2078,22.012495,19.93661
1099.212368,-2.6154,3.1346,-8.1981,22.026086,19.955038
1100.213795,-2.5919,3.1352,-8.1258,22.021687,19.965438
1101.214811,-2.5998,3.1349,-8.1495,22.029782,19.951708
1102.213631,-2.5853,3.1358,-8.1067,22.035231,19.96198
1103.215945,-2.5895,3.1353,-8.1185,22.021131,19.961549
1104.20996,-2.6018,3.135,-8.1566,22.029736,19.954253
1105.211331,-2.6045,3.1352,-8.1654,22.025316,19.963892
1106.211126,-2.5926,3.135,-8.1276,22.028421,19.974035
1107.21104,-2.6214,3.1355,-8.219,22.025774,19.970643
1108.211229,-2.608,3.135,-8.1761,22.013797,19.971971
1109.211094,-2.6073,3.1341,-8.1713,22.021819,19.964089
1110.212288,-2.5921,3.1348,-8.1257,22.02329,19.981851
1111.212064,-2.6008,3.1348,-8.1524,22.023507,19.972443
1112.212773,-2.5934,3.1353,-8.1309,22.029049,19.978366
1113.209594,-2.5864,3.1348,-8.1076,22.022218,19.981517
1114.212788,-2.6128,3.1345,-8.1893,22.013982,19.967343
1115.21635,-2.5887,3.1354,-8.116,22.012888,19.978833
1116.211879,-2.5983,3.1341,-8.143,22.011114,19.987421
1117.215948,-2.5837,3.1348,-8.0991,22.023012,19.957512
1118.212971,-2.602,3.1334,-8.1523,22.008375,19.982455
1119.213656,-2.5913,3.1329,-8.1181,22.015994,19.973801
1120.211199,-2.6014,3.1325,-8.1484,22.016941,19.988446
1121.211521,-2.5812,3.1331,-8.0866,22.006865,19.983905
1122.211461,-2.6225,3.1346,-8.2202,22.025831,19.985877
1123.211276,-2.6201,3.1329,-8.208,22.019839,19.959515
1124.212001,-2.5853,3.1343,-8.1029,22.03249,19.961824
1125.213038,-2.6037,3.1346,-8.1611,22.009394,19.961266
1126.212584,-2.5904,3.134,-8.1176,22.005546,19.968146
1127.213464,-2.5793,3.1337,-8.0825,22.013594,19.985833
1128.216015,-2.6046,3.1333,-8.1606,22.017175,19.982758
1129.209884,-2.5841,3.1353,-8.1014,22.004257,19.983513
1130.212183,-2.5785,3.1343,-8.0814,22.028745,19.9962
1131.212426,-2.5686,3.1344,-8.051,21.997802,19.962239
1132.211371,-2.6136,3.1328,-8.1878,22.02043,19.977505
1133.213115,-2.6046,3.1335,-8.1614,22.013195,19.974699
1134.214166,-2.6024,3.1337,-8.155,22.013451,19.977917
1135.211157,-2.619,3.1328,-8.2047,22.035298,19.984257
1136.212574,-2.6218,3.1344,-8.2175,22.01309,19.984588
1137.21447,-2.6265,3.134,-8.2311,22.028313,19.975408
1138.211509,-2.5726,3.1339,-8.0622,22.005702,19.989032
1139.211831,-2.5779,3.1339,-8.0788,22.031063,19.99556
1140.210273,-2.6098,3.1346,-8.1803,22.009224,19.99219
1141.210889,-2.5992,3.1337,-8.145,22.015519,19.987022
1142.210082,-2.6047,3.1342,-8.1635,22.033538,19.992487
1143.211847,-2.5787,3.1333,-8.0795,22.011443,19.990341
1144.212324,-2.6023,3.1332,-8.1536,22.037912,19.985394
1145.213177,-2.5977,3.1341,-8.1413,22.024651,19.998391
1146.211502,-2.6153,3.1328,-8.1925,22.036651,19.991534
1147.210364,-2.6165,3.1335,-8.1982,22.004123,19.967831
1148.210791,-2.5921,3.1332,-8.1209,22.034838,19.984907
1149.214159,-2.6161,3.1322,-8.1941,22.024117,19.981939
1150.212159,-2.5797,3.1328,-8.0811,22.03392,20.005456
1151.21319,-2.5814,3.1339,-8.0896,22.035809,19.997354
1152.217506,-2.6175,3.1336,-8.2015,22.008568,19.992643
1153.210515,-2.6063,3.1319,-8.1622,22.048904,19.986783
1154.211756,-2.5847,3.1332,-8.098,22.032003,19.993171
1155.209846,-2.5804,3.1336,-8.0855,22.031809,19.999269
1156.212352,-2.6097,3.1323,-8.174,22.023587,20.011021
1157.20989,-2.5728,3.1342,-8.0635,22.012288,19.99674
1158.210168,-2.5899,3.1329,-8.1133,22.017765,19.98705
1159.217872,-2.6176,3.1339,-8.2028,22.006137,20.000943
1160.208786,-2.6065,3.1311,-8.1608,22.022281,19.989354
1161.211557,-2.5867,3.1334,-8.1052,22.01805,19.995109
1162.210117,-2.5991,3.1321,-8.1403,22.009164,20.001014
1163.214751,-2.609,3.1334,-8.1748,22.028499,19.991882
1164.214803,-2.5807,3.1339,-8.0871,22.009643,19.980395
1165.210975,-2.5837,3.1326,-8.0928,22.030195,19.999133
1166.211186,-2.6008,3.1327,-8.147,22.040111,19.995001
1167.213907,-2.5777,3.1322,-8.0739,22.020677,19.991078
1168.212195,-2.6044,3.1316,-8.1557,22.022164,20.001822
1169.21521,-2.591,3.1332,-8.118,22.024381,19.985165
1170.212983,-2.5964,3.1329,-8.1339,22.01624,19.984412
1171.211447,-2.595,3.1314,-8.1255,22.018692,19.984648
1172.211367,-2.5856,3.1325,-8.099,22.022503,20.005123
1173.213718,-2.602,3.1323,-8.1499,22.023996,20.011431
1174.212172,-2.5905,3.1324,-8.1142,22.020456,20.000111
1175.212119,-2.6215,3.1313,-8.2089,22.028284,20.020538
1176.212313,-2.5801,3.1313,-8.0783,22.018328,19.99983
1177.211699,-2.6141,3.1316,-8.1859,22.008394,20.012457
1178.211167,-2.5836,3.1323,-8.0926,22.037074,19.999732
1179.211033,-2.5955,3.1315,-8.1277,22.032655,20.004929
1180.210458,-2.6215,3.1318,-8.2097,22.036573,20.02329
1181.212132,-2.5935,3.132,-8.1225,22.032974,19.998585
1182.209463,-2.5821,3.1324,-8.0882,22.038006,19.999185
1183.213371,-2.5858,3.1316,-8.0977,22.055178,20.010096
1184.211099,-2.6031,3.1314,-8.1507,22.020757,20.020401
1185.212368,-2.6017,3.1324,-8.1495,22.035477,20.01923
1186.210111,-2.5926,3.1313,-8.118,22.032509,20.017368
1187.211947,-2.5995,3.1319,-8.1409,22.037381,20.006332
1188.210342,-2.5849,3.1312,-8.0931,22.048727,20.021771
1189.211579,-2.5974,3.132,-8.1345,22.046493,20.011389
1190.214339,-2.5852,3.1326,-8.098,22.042771,20.03024
1191.212219,-2.5798,3.1312,-8.0777,22.040402,20.013801
1192.212975,-2.6016,3.1316,-8.1466,22.034318,20.01881
1193.210875,-2.6066,3.1305,-8.1599,22.036031,20.027189
1194.208681,-2.6034,3.1316,-8.1529,22.039896,20.009592
1195.209755,-2.5958,3.1306,-8.1263,22.036002,20.018646
1196.210775,-2.5789,3.1314,-8.0747,22.048135,20.021548
1197.210295,-2.5775,3.1303,-8.0681,22.034977,20.01873
1198.211891,-2.6107,3.1307,-8.1731,22.058007,20.019223
1199.210692,-2.5814,3.1313,-8.083,22.027907,20.018309
1200.213107,-2.5915,3.1324,-8.1176,22.032779,20.02282
1201.216853,-2.5966,3.1317,-8.1316,22.039182,20.019981
1202.212009,-2.5805,3.131,-8.0796,22.055588,20.025683
1203.214096,-2.5815,3.1308,-8.0819,22.045419,20.02697
1204.212519,-2.5951,3.1314,-8.1259,22.062365,20.044317
1205.212156,-2.59,3.1305,-8.1075,22.035649,20.046054
1206.210903,-2.5977,3.1314,-8.1341,22.048859,20.024493
1207.211316,-2.5898,3.1316,-8.1097,22.051755,20.029986
1208.210151,-2.5978,3.1303,-8.1317,22.057849,20.039052
1209.211864,-2.6003,3.1305,-8.1397,22.038746,20.03139
1210.211192,-2.6093,3.13,-8.1672,22.041717,20.030295
1211.211524,-2.6064,3.131,-8.1602,22.049128,20.031056
1212.214596,-2.5862,3.1315,-8.0985,22.040458,20.039026
1213.211852,-2.6062,3.1315,-8.1612,22.039049,20.033543
1214.21567,-2.5871,3.1307,-8.0993,22.057613,20.036224
1215.21337,-2.5863,3.1302,-8.0954,22.051883,20.043809
1216.211707,-2.581,3.131,-8.0811,22.048996,20.027962
1217.212346,-2.5776,3.1304,-8.0687,22.048695,20.026551
1218.210452,-2.6158,3.1299,-8.1869,22.039393,20.045363
1219.212244,-2.6007,3.131,-8.1425,22.066482,20.040668
1220.213271,-2.5918,3.1307,-8.114,22.046208,20.036274
1221.21412,-2.6186,3.1299,-8.1956,22.057523,20.048719
1222.212943,-2.5948,3.1299,-8.1215,22.045527,20.033371
1223.212701,-2.5965,3.1306,-8.1285,22.05795,20.035822
1224.216037,-2.6022,3.1312,-8.1476,22.045772,20.041759
1225.214724,-2.5962,3.1296,-8.1245,22.051228,20.054628
1226.213385,-2.5992,3.1301,-8.1359,22.057513,20.050561
1227.211651,-2.5785,3.1302,-8.0711,22.068517,20.046779
1228.212795,-2.6157,3.129,-8.1842,22.051805,20.059647
1229.21215,-2.5984,3.1301,-8.1325,22.065148,20.057099
1230.210767,-2.5721,3.1302,-8.0507,22.082973,20.055709
1231.212931,-2.6158,3.1299,-8.1868,22.066898,20.039975
1232.211978,-2.6239,3.1289,-8.2092,22.068311,20.062488
1233.210582,-2.5864,3.1295,-8.0937,22.067963,20.068432
1234.213636,-2.6268,3.1301,-8.2218,22.063684,20.062665
1235.213859,-2.6166,3.1299,-8.189,22.067308,20.053341
1236.212725,-2.6099,3.1297,-8.1674,22.076411,20.048765
1237.211541,-2.5801,3.1288,-8.0726,22.063233,20.069986
1238.211593,-2.5949,3.1288,-8.1189,22.068057,20.057792
1239.210851,-2.6154,3.1289,-8.1832,22.077021,20.06085
1240.212822,-2.5989,3.1307,-8.1357,22.083296,20.064175
1241.216862,-2.6011,3.1294,-8.1397,22.079462,20.066996
1242.21159,-2.5857,3.1292,-8.0912,22.070187,20.074361
1243.215985,-2.6131,3.1288,-8.1754,22.062759,20.06544
1244.213251,-2.6146,3.1291,-8.1814,22.089447,20.061824
1245.21326,-2.6039,3.1297,-8.1498,22.075953,20.066073
1246.212117,-2.629,3.1287,-8.2247,22.075578,20.07532
1247.213553,-2.6343,3.1282,-8.2402,22.083144,20.081049
1248.211981,-2.623,3.1289,-8.2069,22.079304,20.080904
1249.211602,-2.605,3.1306,-8.155,22.075813,20.064081
1250.211658,-2.5929,3.13,-8.1149,22.088166,20.071645
1251.210726,-2.608,3.1296,-8.162,22.081209,20.068747
1252.213926,-2.5933,3.1309,-8.1193,22.08062,20.071118
1253.212067,-2.6162,3.1288,-8.1856,22.089535,20.070796
1254.212002,-2.5836,3.1293,-8.0843,22.096598,20.066027
1255.212346,-2.6516,3.1282,-8.2941,22.07746,20.083868
1256.211115,-2.6068,3.1286,-8.1553,22.089063,20.077356
1257.213745,-2.6149,3.1283,-8.1799,22.097374,20.096415
1258.214915,-2.6221,3.1282,-8.2021,22.098658,20.082526
1259.214527,-2.5793,3.1296,-8.0716,22.100072,20.07802
1260.21565,-2.5895,3.129,-8.1024,22.091381,20.094483
1261.212901,-2.5923,3.1291,-8.1115,22.100869,20.103617
1262.213447,-2.6295,3.1289,-8.2267,22.103471,20.085497
1263.212083,-2.6227,3.1288,-8.2054,22.079819,20.095115
1264.212306,-2.6012,3.1293,-8.1398,22.101136,20.093521
1265.210592,-2.6162,3.1281,-8.1834,22.088413,20.116308
1266.212053,-2.5795,3.1288,-8.0702,22.093864,20.098451
1267.212744,-2.6026,3.1284,-8.1416,22.115025,20.105955
1268.212543,-2.5842,3.1293,-8.0869,22.090051,20.106105
1269.212636,-2.5952,3.1291,-8.1206,22.103898,20.107762
1270.213055,-2.6034,3.13,-8.1481,22.096535,20.11038
1271.212733,-2.6215,3.1279,-8.1996,22.108133,20.124959
1272.217022,-2.6218,3.129,-8.2029,22.10816,20.113142
1273.213165,-2.6046,3.128,-8.1466,22.105193,20.120163
1274.214743,-2.5976,3.129,-8.1279,22.107527,20.112509
1275.216452,-2.5957,3.1294,-8.1231,22.121883,20.104682
1276.213746,-2.5983,3.1297,-8.1317,22.114011,20.113823
1277.212157,-2.6117,3.1289,-8.1716,22.113294,20.109032
1278.213316,-2.6145,3.1296,-8.1821,22.11709,20.12764
1279.211499,-2.6247,3.1286,-8.2113,22.113567,20.134104
1280.214059,-2.5946,3.1292,-8.1186,22.116019,20.111762
1281.212107,-2.6117,3.1293,-8.1723,22.121759,20.128986
1282.21297,-2.5821,3.1286,-8.078,22.12677,20.128825
1283.211843,-2.6101,3.1288,-8.1665,22.116522,20.129662
1284.21207,-2.6138,3.129,-8.1785,22.126545,20.115275
1285.211765,-2.6075,3.1285,-8.1572,22.131691,20.117469
1286.213254,-2.6085,3.1279,-8.1588,22.150817,20.116643
1287.214094,-2.6424,3.1271,-8.2627,22.146083,20.111901
1288.212686,-2.6026,3.128,-8.1408,22.127921,20.128127
1289.214089,-2.5971,3.1277,-8.1228,22.11839,20.135605
1290.214872,-2.5834,3.1269,-8.0774,22.141184,20.113655
1291.213748,-2.5988,3.1278,-8.1283,22.138646,20.128138
1292.215343,-2.6294,3.128,-8.2246,22.13191,20.140266
1293.214623,-2.6033,3.1289,-8.145,22.14468,20.130112
1294.215024,-2.61,3.1278,-8.1635,22.142827,20.14084
1295.216475,-2.5821,3.1272,-8.0742,22.146195,20.137181
1296.213306,-2.5932,3.1272,-8.1093,22.132242,20.130975
1297.212294,-2.6236,3.1274,-8.2048,22.139218,20.140185
1298.212139,-2.6055,3.1273,-8.1479,22.141537,20.1488
1299.212442,-2.5945,3.1275,-8.1138,22.157975,20.144911
1300.212703,-2.6097,3.1272,-8.1605,22.165604,20.141081
1301.212473,-2.6059,3.1271,-8.1488,22.152294,20.151803
1302.212329,-2.6156,3.1266,-8.1774,22.144899,20.152168
1303.211831,-2.6158,3.1267,-8.1784,22.150516,20.147802
1304.21208,-2.58,3.1266,-8.0667,22.1598,20.162654
1305.20935,-2.614,3.1273,-8.1739,22.153279,20.15353
1306.211491,-2.6092,3.1266,-8.1578,22.161059,20.14578
